,0
0,0.05349745475501111
1,0.2674448661953097
2,0.05465204906695975
3,0.0680027279448856
4,-0.0533909165524733
5,-0.1856511371298324
6,-0.1788925859525543
7,0.06783205911955603
8,0.09962371313383156
9,0.2699263777754539
10,0.06766139029422602
11,-0.0247217078233839
12,0.2862288331132359
13,0.06025600593228986
14,0.0704424979287519
15,-0.3518457768687342
16,-0.1817154351833583
17,-0.011071432891075705
18,0.07737596328005969
19,-0.19536571011566606
20,0.24900389105896092
21,-0.1988311471824291
22,-0.23259489751864093
23,-0.02095408348445682
24,-0.027673484283239347
25,0.3112619359502331
26,-0.06228964165923623
27,0.09829844999655313
28,0.16038582606249552
29,0.05170027260710386
30,0.15858864391458782
31,0.12183396674002411
32,-0.20375336583330395
33,-0.19108701638761483
34,0.2053574901293671
35,0.1929907367380599
36,0.23762106315427145
37,-0.03460694963454758
38,0.03950418804112643
39,0.11361697984771624
40,-0.05587242813261728
41,0.44844437517846747
42,-0.08270271311752131
43,-0.25253086753073317
44,-0.26387029970822695
45,0.15709105782106247
46,-0.13178074795619787
47,0.007883202852180471
48,0.02187646956606537
49,0.12991943518549887
50,0.29942510751657725
51,-0.03788545352523487
52,0.24820689874841717
53,0.234038717860503
54,0.25132934403360263
55,0.015171678987111026
56,-0.21131056345204335
57,0.09881988425680666
58,0.36514858947461226
59,-0.21131480880074216
60,0.3870507563290255
61,-0.14165137954753293
62,0.7177734350188891
63,0.0706711727011049
64,-0.08286136294080615
65,0.22612557237127584
66,-0.28195791819187077
67,0.31970241517932996
68,0.48157921081168364
69,0.28773843820880707
70,-0.4634684965641527
71,0.2032309893328459
72,0.3401180778553976
73,0.2609123985726023
74,0.27653052447814774
75,0.24144410222243895
76,0.45128514289093324
77,0.0876188070926287
78,-0.03771478469990486
79,0.34092449795020485
80,0.30404089354658925
81,0.3695937066792947
82,0.19253249086039403
83,0.01401967589294495
84,-0.3735277596481912
85,-0.40780092524261136
86,0.15860490826533358
87,0.5963823817393119
88,-0.14888444095322262
89,0.11183181670185505
90,0.11136155182214313
91,0.010551647608399772
92,0.25265201595309916
93,0.20570825556429106
94,0.03344198529813003
95,-0.03951455806559423
96,-0.04297999513235684
97,0.1849606830218269
98,0.06766916394757239
99,0.01910738093358555
100,-0.8052215835928651
101,-0.2712568285016359
102,0.003627610041355478
103,-0.10488986580648829
104,-0.33466687648707527
105,0.22566473527582787
106,-0.4260728856845475
107,0.346071863068786
108,0.3206957684502121
109,-0.5774515742640114
110,-0.3208485239472192
111,0.0014848448940893988
112,-0.12979145019665106
113,-0.2584198102306168
114,-0.6552047173113933
115,-0.5623079585868767
116,-0.07343954944287256
117,-0.28293076176330834
118,0.3837739065692549
119,0.3850897419222701
120,-0.3373190568925488
121,-0.48653115721013096
122,0.4572415193221042
123,0.0242045137584892
124,-0.36085457363602025
125,0.11992836706250953
126,-0.08169993206237613
127,-0.25067567943580293
128,-0.19170815743726388
129,0.37324089448656794
130,0.3903591977034213
131,-0.05927136855495796
132,-0.2562770450833507
133,0.15483987514418907
134,0.2451261950595094
135,0.14723150814490849
136,-0.797820444579628
137,-0.18032792075035697
138,-0.2954766746773445
139,-0.14412605456119598
140,-0.4313704099290141
141,-0.2703120533935133
142,-0.2712568285016359
143,-0.38507182859394673
144,-0.6191301242203671
145,-0.30176236975712856
146,0.0808586017844326
147,-0.1996255482751903
148,-0.7770686266884641
149,-0.34421337186536016
