,0
0,0.5581396444880937
1,0.3996202590952937
2,0.4931066195410807
3,0.2809075695507061
4,0.5626704337491906
5,0.371158896199145
6,0.39330526525578985
7,0.43036537642131295
8,0.27863337918792547
9,0.3829831141987777
10,0.5798231832919198
11,0.30712189761562864
12,0.42405840997918404
13,0.5802860135447385
14,0.9825553359333076
15,0.717937193880178
16,0.7088580238935195
17,0.5142921451631581
18,0.44929430314507457
19,0.5016877763459902
20,0.3391532063383067
21,0.43390013931891264
22,0.822732167679384
23,0.12544252533822176
24,0.05384755184484791
25,0.25018004368915153
26,0.25824559584784784
27,0.49312421100554543
28,0.5536088552269971
29,0.23983227377029975
30,0.2353014845092029
31,0.42030777153562254
32,0.6806125365433326
33,0.8033580021672686
34,0.339135614873842
35,0.6357594467878102
36,0.7202018201758685
37,0.587108584633081
38,0.386998298813661
39,0.4497747248623581
40,0.5793075786457065
41,0.19497918401477674
42,0.43487857421794496
43,0.19449073490011842
44,0.12014114932667996
45,0.33636341132931263
46,0.4611104937473321
47,0.3892724891764418
48,0.5604138348508745
49,0.4908500206427647
50,-2.45709094361629
51,-2.4485449697403103
52,-2.7131374929316006
53,-2.3288714367611556
54,-2.609320954031426
55,-2.5924759609863233
56,-2.656711243651337
57,-1.6988714182653224
58,-2.478276469238368
59,-2.250761648677065
60,-1.9440721844800324
61,-2.3401976415790395
62,-2.124222334283264
63,-2.703595492692124
64,-1.8281221344128844
65,-2.285984780870787
66,-2.6517000326729563
67,-2.1277651245782385
68,-2.7267650436438204
69,-2.0894620323423614
70,-2.9304085556911246
71,-2.0927146576041746
72,-2.973234409790724
73,-2.6398406317443945
74,-2.2638208203496775
75,-2.3293342670139743
76,-2.676094973230542
77,-2.948016108089298
78,-2.598002776610917
79,-1.6645659191798639
80,-2.048386736561955
81,-1.9201144553134255
82,-2.0466105593809227
83,-3.196279242881698
84,-2.690518729555047
85,-2.5221495874251434
86,-2.583106625966504
87,-2.511295776927168
88,-2.22630590632871
89,-2.2809911613568716
90,-2.550902652024168
91,-2.5952305730663876
92,-2.1549754790066578
93,-1.7034022075264192
94,-2.3825511013587297
95,-2.247473840486323
96,-2.315261477513401
97,-2.302639517231768
98,-1.4266857372352453
99,-2.2547768332919484
100,-4.148860902582475
101,-3.366640437738596
102,-3.8055917489372026
103,-3.599989830422118
104,-3.8814705569848162
105,-4.299518480197132
106,-2.994961158920854
107,-3.9968698194768213
108,-3.7869625513136924
109,-3.986781135430235
110,-3.1549218094655047
111,-3.4190339109395116
112,-3.5261206665659635
113,-3.393352778985267
114,-3.5619377966611325
115,-3.4747232197285447
116,-3.4528062139142923
117,-4.21686031138748
118,-4.716839026985307
119,-3.187707650143879
120,-3.715375605217693
121,-3.2565169323962935
122,-4.368566689759028
123,-3.0568966323612474
124,-3.6425591657477705
125,-3.69118440904066
126,-2.967941061176557
127,-3.0238949161369124
128,-3.7360631176580217
129,-3.4825201219478847
130,-3.8763985442156663
131,-3.8370722700847373
132,-3.7799106169829577
133,-3.070263560531485
134,-3.5352389431108917
135,-3.945680220787989
136,-3.7433741378610224
137,-3.4482754246531955
138,-2.958879482654363
139,-3.398346398499183
140,-3.737557157203267
141,-3.2327670513782727
142,-3.366640437738596
143,-3.903634517505926
144,-3.8179491630475133
145,-3.3799506678860998
146,-3.2330491890140602
147,-3.287226866793383
148,-3.5500864231299456
149,-3.231563176866189
